,BID,Plot,math,dp,implementation,greedy,data structures,sortings,dfs,graphs,trees,constructive algorithms,brute force,strings,binary search,number theory,geometry
2038,545/E," The first line contains two numbers, n and m (1_____3Â·105, 0_____3Â·105)   the number of vertices and edges of the graph, respectively. Next m lines contain three integers each, representing an edge   ui,_i,_i   the numbers of vertices connected by an edge and the weight of the edge (ui___i,1___i__109). It is guaranteed that graph is connected and that there is no more than one edge between any pair of vertices. The last line of the input contains integer u (1______)   the number of the start vertex.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2039,546/A," The first line contains three positive integers k,_,_ (1_____,_____1000, 0_____109), the cost of the first banana, initial number of dollars the soldier has and number of bananas he wants.",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2040,546/B," First line of input consists of one integer n (1_____3000). Next line consists of n integers ai (1___i___), which stand for coolness factor of each badge.",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2041,546/C," First line contains a single integer n (2_____10), the number of cards. Second line contains integer k1 (1___1___-1), the number of the first soldier's cards. Then follow k1 integers that are the values on the first soldier's cards, from top to bottom of his stack. Third line contains integer k2 (k1+_2=_), the number of the second soldier's cards. Then follow k2 integers that are the values on the second soldier's cards, from top to bottom of his stack. All card values are different.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2042,546/D," First line of input consists of single integer t (1_____1000000) denoting number of games soldiers play. Then follow t lines, each contains pair of integers a and b (1________5000000) defining the value of n for a game.",1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2043,546/E," First line of input consists of two integers n and m (1_____100, 0_____200). Next line contains n integers a1,_2,...,_n (0___i__100). Next line contains n integers b1,_2,...,_n (0___i__100). Then m lines follow, each of them consists of two integers p and q (1___,____, p___) denoting that there is an undirected road between cities p and q. It is guaranteed that there is at most one road between each pair of cities.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2044,547/A," The first line of input contains integer m (2_____106). The second line of input contains integers h1 and a1 (0___1,_1<_). The third line of input contains integers x1 and y1 (0___1,_1<_). The fourth line of input contains integers h2 and a2 (0___2,_2<_). The fifth line of input contains integers x2 and y2 (0___2,_2<_). It is guaranteed that h1___1 and h2___2.",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2045,547/B," The first line of input contains integer n (1_____2__105), the number of bears. The second line contains n integers separated by space, a1,_2,...,_n (1___i__109), heights of bears.",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2046,547/C," The first line of input contains numbers n and q (1___,___2__105), the number of different kinds of beer and number of queries. The next line contains n space separated integers, a1,_2,... ,_n (1___i__5__105), the height of foam in top of each kind of beer. The next q lines contain the queries. Each query consists of a single integer integer x (1______), the index of a beer that should be added or removed from the shelf.",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2047,547/D," The first line of input contains integer n (1_____2__105). The next n lines contain the information about the points, i-th line contains two integers xi and yi (1___i,_i__2__105), the i-th point coordinates. It is guaranteed that there is at least one valid answer.",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2048,547/E," The first line of input contains integers n and q (1_____2__105 and 1_____5__105). The next n lines contain the phone numbers, i-th line contains a string si consisting of lowercase English letters (). The next q lines contain the information about the questions, each of them contains integers l,_ and k (1_________ and 1______).",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2049,548/A, The first line of input contains string s containing lowercase English letters (1__|s|__1000). The second line contains integer k (1_____1000).,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2050,548/B," The first line of input contains three integers n, m and q (1___,___500 and 1_____5000). The next n lines contain the grid description. There are m integers separated by spaces in each line. Each of these numbers is either 0 (for mouth) or 1 (for eyes). The next q lines contain the information about the rounds. Each of them contains two integers i and j (1______ and 1______), the row number and the column number of the bear changing his state.",0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
2051,549/A," The first line contains two space-separated integers, n and m (1___,___50)   the height and the width of the image, respectively. Next n lines define the image. Each line contains m lowercase Latin letters.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2052,549/B," The first line contains a single integer n (1_____100)   the number of employees of company Looksery. Next n lines contain the description of the contact lists of the employees. The i-th of these lines contains a string of length n, consisting of digits zero and one, specifying the contact list of the i-th employee. If the j-th character of the i-th string equals 1, then the j-th employee is in the i-th employee's contact list, otherwise he isn't. It is guaranteed that the i-th character of the i-th line is always equal to 1. The last line contains n space-separated integers: a1,_2,...,_n (0___i___), where ai represents the number of messages that the i-th employee should get according to Igor.",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
2053,549/D," The first line contains two space-separated integers n and m (1___,___100)   the number of rows and columns in the feature. Next n lines contain the description of the feature. Each line consists of m characters, the j-th character of the i-th line equals to ""W"", if this element of the feature is white and ""B"" if it is black.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2054,549/E," The first line contains two integers n and m (1___,___10000), numbers of Misha's and Sasha's trade points respectively. The next n lines contains pairs of space-separated integers Mx,_y (-104___x,_y__104), coordinates of Misha's trade points. The next m lines contains pairs of space-separated integers Sx,_y (-104___x,_y__104), coordinates of Sasha's trade points. It is guaranteed that all n+_ points are distinct.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2055,549/F," The first line of input contains two positive integers: n and k (1_____300000,1_____1000000), the number of tasks in the list and the number of developers in Yura's disposal. The second line contains n integers ai (1___i__109).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2056,549/G," The first line contains integer n (1_____200000)   the number of residents who stand in the line. The second line contains n space-separated integers ai (0___i__109), where ai is the number of Berland dollars of a man standing on the i-th position in the line. The positions are numbered starting from the end of the line.",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2057,549/H," The first line contains two integers a and b (|a|,|b|__109), the elements of the first row of matrix A. The second line contains two integers c and d (|c|,|d|__109) the elements of the second row of matrix A.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2058,55/A, The only line contains single integer: 1_____1000   number of hassocks.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2059,550/A, The only line of input contains a string s of length between 1 and 105 consisting of uppercase Latin letters.,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
2060,550/B," The first line contains four integers n, l, r, x (1_____15, 1________109, 1_____106)   the number of problems you have, the minimum and maximum value of total difficulty of the problemset and the minimum difference in difficulty between the hardest problem in the pack and the easiest one, respectively. The second line contains n integers c1,_2,...,_n (1___i__106)   the difficulty of each problem.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2061,550/C, The single line of the input contains a non-negative integer n. The representation of number n doesn't contain any leading zeroes and its length doesn't exceed 100 digits.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2062,550/D, The single line of the input contains integer k (1_____100)   the required degree of the vertices of the regular graph.,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2063,550/E," The first line contains integer n (1_____100000)   the number of arguments in a logical expression. The second line contains n numbers a1,_2,...,_n (), which means the values of arguments in the expression in the order they occur.",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2064,551/A," The first line contains integer n (1_____2000), number of GukiZ's students. The second line contains n numbers a1,_2,... an (1___i__2000) where ai is the rating of i-th student (1______).",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2065,551/B," The first line contains string a, the second line contains string b, and the third line contains string c (1__|a|,|b|,|c|__105, where |s| denotes the length of string s). All three strings consist only of lowercase English letters. It is possible that b and c coincide.",0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
2066,551/C," The first line contains two integers n and m (1___,___105), the number of piles of boxes and the number of GukiZ's students. The second line contains n integers a1,_2,... an (0___i__109) where ai represents the number of boxes on i-th pile. It's guaranteed that at least one pile of is non-empty.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
